Angle(deg),Range(m),Intensity
-27,0.515,900
-28,0.493,900
-29,0.485,1200
-30,0.482,1200
-31,0.483,1000
-32,0.484,1000
-33,0.483,1100
-34,0.49,800
-35,0.496,1000
-36,0.497,800
-37,0.499,800
-38,0.502,600
-39,0.524,800
-40,0.528,900
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0.826,200
39,0.815,400
38,0.801,300
37,0.788,300
36,0.779,300
35,0.772,400
34,0.769,400
33,0.76,400
32,0.762,400
31,0.762,400
30,0.764,500
29,0.763,600
28,0.764,600
27,0.762,700
26,0.77,700
25,0.775,700
24,0.786,800
23,0.803,600
22,0.143,18300
21,0.919,400
20,0.598,1200
19,0.595,700
18,0.6,700
17,0.155,25500
16,0.162,25500
15,0.164,25500
14,0.167,25500
13,0.165,25500
12,0.155,25500
11,0.161,25500
10,0.162,25500
9,0.168,25500
8,0.169,25500
7,0.174,25500
6,0.182,25500
5,0.154,15000
4,0,0
3,0.199,5600
2,0,7100
0.999998,0.208,25500
0,0.123,25500
-1,0.126,25500
-2,0.224,25500
-3,0,0
-4,0,900
-5,0,900
-6,0,900
-7,0.591,1000
-8,0.586,1000
-9,0.573,1200
-10,0.556,1400
-11,0.558,1200
-12,0.562,1100
-13,0.553,1200
-14,0.551,1100
-15,0.549,1200
-16,0.546,1300
-17,0.544,1100
-18,0.545,1000
-19,0.547,1000
-20,0.542,1000
-21,0.539,1000
-22,0.543,900
-23,0.541,1100
-24,0.518,1000
-25,0.495,800
-26,0.523,800
-27,0.515,800
-28,0.494,800
-29,0.485,1200
-30,0.482,1200
-31,0.483,1000
-32,0.484,1000
-33,0.483,1100
-34,0.49,800
-35,0.496,900
-36,0.496,900
-37,0.499,800
-38,0.502,700
-39,0.525,800
-40,0.527,900
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0.826,200
39,0.814,400
38,0.801,300
37,0.788,300
36,0.779,300
35,0.772,400
34,0.769,400
33,0.763,300
32,0.769,400
31,0.765,300
30,0.765,500
29,0.765,500
28,0.764,600
27,0.762,700
26,0.771,700
25,0.775,700
24,0.787,800
23,0.805,500
22,0.143,18300
21,0.142,18600
20,0.555,1500
19,0.557,1000
18,0.561,1000
17,0.57,1000
16,0.162,25500
15,0.164,25500
14,0.167,25500
13,0.165,25500
12,0.156,25500
11,0.157,25500
10,0.159,25500
9,0.168,25500
8,0.169,25500
7,0.174,25500
6,0.181,25500
5,0.153,14500
4,0,0
3,0.201,5300
2,0,7100
0.999998,0.208,25500
0,0.123,25500
-1,0.126,25500
-2,0.217,25500
-3,0.725,900
-4,0,900
-5,0,700
-6,0,1000
-7,0.59,1000
-8,0.585,1000
-9,0.571,1100
-10,0.554,1500
-11,0.557,1200
-12,0.563,1100
-13,0.553,1200
-14,0.553,1000
-15,0.549,1200
-16,0.547,1300
-17,0.544,1000
-18,0.545,1000
-19,0.547,1000
-20,0.542,1000
-21,0.539,1000
-22,0.543,900
-23,0.54,1100
-24,0.519,900
-25,0.496,800
-26,0.522,800
-27,0.516,800
-28,0.494,800
-29,0.485,1200
-30,0.482,1200
-31,0.484,1000
-32,0.484,1000
-33,0.484,1100
-34,0.489,800
-35,0.496,900
-36,0.497,800
-37,0.499,800
-38,0.503,600
-39,0.525,800
-40,0.529,900
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0.826,200
39,0.814,400
38,0.805,200
37,0.788,300
36,0.779,300
35,0.773,400
34,0.765,300
33,0.763,300
32,0.769,400
31,0.765,300
30,0.765,500
29,0.765,500
28,0.765,600
27,0.765,600
26,0.771,700
25,0.776,700
24,0.789,700
23,0.803,600
22,0.143,18300
21,0.503,1200
20,0.507,1500
19,0.508,1100
18,0.512,1100
17,0.52,1200
16,0.331,500
15,0.163,25500
14,0.167,25500
13,0.165,25500
12,0.158,25500
11,0.156,25500
10,0.154,25500
9,0.539,1000
8,0.166,25500
7,0.174,25500
6,0.182,25500
5,0.564,400
4,0,0
3,0.186,600
2,0,7100
0.999998,0.119,25500
0,0.123,25500
-1,0.122,25500
-2,0.117,100
-3,0.714,700
-4,0,700
-5,0,0
-6,0,1100
-7,0.588,1000
-8,0.585,1000
-9,0.565,900
-10,0.554,1400
-11,0.556,1200
-12,0.562,1100
-13,0.553,1200
-14,0.554,1100
-15,0.548,1200
-16,0.546,1300
-17,0.543,1000
-18,0.544,1000
-19,0.546,1000
-20,0.542,1000
-21,0.538,1000
-22,0.542,800
-23,0.54,1100
-24,0.516,800
-25,0.496,1000
-26,0.523,800
-27,0.516,800
-28,0.496,900
-29,0.486,1200
-30,0.483,1200
-31,0.483,1000
-32,0.485,1000
-33,0.484,1000
-34,0.486,1000
-35,0.496,900
-36,0.497,800
-37,0.5,800
-38,0.502,700
-39,0.525,700
-40,0.528,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,0,0
28,0,0
27,0,0
26,0,0
25,0.772,200
24,0.115,100
23,0,0
22,0.143,18000
21,0.444,700
20,0.448,1000
19,0.451,500
18,0.455,600
17,0.465,500
16,0.465,1300
15,0.448,1800
14,0.478,1000
13,0.482,900
12,0.486,900
11,0,600
10,0.493,700
9,0.496,1000
8,0.496,1100
7,0.492,1000
6,0.494,900
5,0.168,500
4,0,0
3,0,0
2,0,0
0.999998,0.12,25500
0,0.125,25500
-1,0.733,600
-2,0.725,600
-3,0.701,600
-4,0.698,600
-5,0.63,600
-6,0.599,700
-7,0.586,800
-8,0.581,800
-9,0.56,400
-10,0.552,900
-11,0.555,900
-12,0.562,900
-13,0.553,800
-14,0.555,800
-15,0.548,800
-16,0.545,1000
-17,0.542,900
-18,0.543,900
-19,0.545,800
-20,0.541,800
-21,0.537,900
-22,0.541,600
-23,0.54,800
-24,0.512,500
-25,0.497,500
-26,0.524,700
-27,0.516,800
-28,0.498,500
-29,0.486,900
-30,0.483,1000
-31,0.483,900
-32,0.484,800
-33,0.484,900
-34,0.486,800
-35,0.497,800
-36,0.496,700
-37,0.499,600
-38,0.502,600
-39,0.526,600
-40,0.529,600
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0.118,100
31,0,0
30,0.761,200
29,0.762,200
28,0.766,300
27,0.766,400
26,0.77,500
25,0.776,500
24,0.788,500
23,0.803,400
22,0.143,18200
21,0.389,1900
20,0.394,1700
19,0.396,1400
18,0.402,1500
17,0.41,1300
16,0.4,2600
15,0.403,3000
14,0.427,1400
13,0.431,1600
12,0.436,1600
11,0,2000
10,0,1800
9,0,200
8,0.45,2100
7,0.447,1700
6,0.447,1600
5,0.452,1600
4,0.456,1300
3,0,0
2,0,300
0.999998,0.12,25500
0,0.122,25500
-1,0,1400
-2,0.706,900
-3,0.689,700
-4,0.683,800
-5,0.619,800
-6,0.594,900
-7,0.583,900
-8,0.579,1100
-9,0.56,600
-10,0.55,1000
-11,0.553,1200
-12,0.561,1000
-13,0.553,1000
-14,0.555,900
-15,0.546,1100
-16,0.544,1200
-17,0.541,1100
-18,0.542,900
-19,0.544,900
-20,0.54,900
-21,0.537,1000
-22,0.539,800
-23,0.539,1000
-24,0.507,700
-25,0.52,700
-26,0.525,700
-27,0.517,800
-28,0.511,800
-29,0.486,1100
-30,0.484,1100
-31,0.483,900
-32,0.484,1000
-33,0.485,1000
-34,0.485,1000
-35,0.497,800
-36,0.497,800
-37,0.5,800
-38,0.502,600
-39,0.527,600
-40,0.53,700
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0.81,300
38,0.805,200
37,0.793,200
36,0.783,200
35,0.768,300
34,0.766,300
33,0.76,200
32,0.766,300
31,0.765,300
30,0.767,400
29,0.766,500
28,0.764,600
27,0.762,500
26,0.774,600
25,0.773,600
24,0.788,700
23,0.803,400
22,0.357,2700
21,0.358,1900
20,0.364,1700
19,0.368,1300
18,0.374,1100
17,0.381,1100
16,0.378,1900
15,0.387,1700
14,0.395,2200
13,0.397,2300
12,0.402,2300
11,0,1500
10,0.409,1800
9,0.414,2200
8,0.414,2300
7,0.411,2400
6,0.412,2300
5,0.415,2200
4,0.417,2200
3,0.427,700
2,0,3600
0.999998,0.119,25500
0,0.122,25500
-1,0,1000
-2,0.688,800
-3,0.685,1000
-4,0.65,900
-5,0.612,1100
-6,0.59,1100
-7,0.579,1100
-8,0.576,1000
-9,0.56,800
-10,0.551,1000
-11,0.55,1300
-12,0.558,1200
-13,0.552,1200
-14,0.552,1000
-15,0.544,1200
-16,0.541,1200
-17,0.538,1100
-18,0.539,1100
-19,0.541,900
-20,0.538,1000
-21,0.535,1000
-22,0.538,800
-23,0.538,1000
-24,0.511,1000
-25,0.517,1000
-26,0.528,900
-27,0.517,900
-28,0.511,900
-29,0.486,1100
-30,0.483,1200
-31,0.482,1100
-32,0.484,1000
-33,0.484,1000
-34,0.485,1000
-35,0.497,900
-36,0.497,800
-37,0.499,800
-38,0.501,700
-39,0.525,800
-40,0.531,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0.826,200
39,0.814,400
38,0.801,300
37,0.788,300
36,0.783,200
35,0.768,300
34,0.765,300
33,0.763,300
32,0.766,300
31,0.765,300
30,0.767,400
29,0.767,500
28,0.764,600
27,0.763,500
26,0.771,700
25,0.774,600
24,0.788,700
23,0.803,400
22,0.143,18300
21,0.142,18600
20,0.144,19500
19,0.146,20600
18,0.147,21600
17,0.148,22200
16,0.378,1000
15,0.377,2800
14,0.378,2600
13,0.379,2600
12,0.383,2500
11,0,500
10,0.391,2000
9,0.394,2100
8,0.393,2400
7,0.39,2500
6,0.392,2400
5,0.395,2500
4,0.399,2200
3,0.409,400
2,0,3200
0.999998,0.119,25500
0,0.12,25500
-1,0,600
-2,0,0
-3,0.676,900
-4,0.642,900
-5,0.603,1000
-6,0.586,1100
-7,0.576,1100
-8,0.573,1100
-9,0.558,800
-10,0.551,1000
-11,0.547,1400
-12,0.554,1300
-13,0.551,1200
-14,0.552,1000
-15,0.544,1200
-16,0.54,1200
-17,0.537,1100
-18,0.537,1000
-19,0.54,1000
-20,0.536,1000
-21,0.534,1000
-22,0.536,900
-23,0.537,1100
-24,0.516,1100
-25,0.513,900
-26,0.528,900
-27,0.516,800
-28,0.511,900
-29,0.485,1200
-30,0.483,1200
-31,0.481,1000
-32,0.482,900
-33,0.483,1100
-34,0.483,1000
-35,0.496,900
-36,0.496,900
-37,0.498,800
-38,0.5,800
-39,0.51,700
-40,0.53,900
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0.826,200
39,0.814,400
38,0.805,200
37,0.788,300
36,0.779,300
35,0.772,400
34,0.765,300
33,0.763,300
32,0.766,300
31,0.765,300
30,0.768,400
29,0.766,500
28,0.765,600
27,0.765,600
26,0.774,600
25,0.776,700
24,0.788,700
23,0.802,400
22,0.143,18300
21,0.142,18800
20,0.144,19400
19,0.146,20400
18,0.146,21100
17,0.147,21800
16,0.368,2100
15,0.361,3300
14,0.365,2800
13,0.366,2600
12,0.37,2600
11,0,800
10,0.377,2100
9,0.38,2200
8,0.378,2500
7,0.375,2700
6,0.377,2600
5,0.381,2500
4,0.384,2400
3,0.394,400
2,0,2100
0.999998,0.119,25500
0,0.118,25500
-1,0.119,100
-2,0,0
-3,0.668,1000
-4,0.638,900
-5,0.596,1000
-6,0.584,1100
-7,0.574,1000
-8,0.572,1100
-9,0.555,800
-10,0.55,1100
-11,0.546,1400
-12,0.552,1300
-13,0.55,1200
-14,0.552,1000
-15,0.543,1200
-16,0.539,1200
-17,0.538,1100
-18,0.537,1000
-19,0.54,1000
-20,0.534,1100
-21,0.533,1100
-22,0.534,900
-23,0.536,1100
-24,0.509,1100
-25,0.511,1000
-26,0.524,900
-27,0.514,900
-28,0.504,1200
-29,0.484,1200
-30,0.481,1200
-31,0.48,1100
-32,0.481,1000
-33,0.482,1000
-34,0.482,1100
-35,0.495,900
-36,0.493,900
-37,0.496,800
-38,0.498,800
-39,0.506,800
-40,0.529,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0.761,200
29,0.766,300
28,0.77,400
27,0.766,400
26,0.771,500
25,0.769,300
24,0.32,800
23,0.326,600
22,0.143,18000
21,0.14,17800
20,0.339,500
19,0.337,1000
18,0.144,20000
17,0.145,20500
16,0.356,1800
15,0.348,3000
14,0.352,2800
13,0.353,2500
12,0.357,2300
11,0,1300
10,0.364,1900
9,0.367,2000
8,0.365,2300
7,0.363,2600
6,0.365,2300
5,0.367,2300
4,0.37,2100
3,0.38,1400
2,0.677,900
0.999998,0.119,25500
0,0,1600
-1,0,400
-2,0.661,800
-3,0.662,900
-4,0.633,700
-5,0.592,900
-6,0.583,900
-7,0.572,1000
-8,0.57,1000
-9,0.553,700
-10,0.549,900
-11,0.545,1200
-12,0.549,1200
-13,0.548,1000
-14,0.552,900
-15,0.543,1000
-16,0.54,1100
-17,0.537,1100
-18,0.537,1000
-19,0.539,1000
-20,0.534,900
-21,0.532,900
-22,0.535,700
-23,0.537,1000
-24,0.503,800
-25,0.509,800
-26,0.522,800
-27,0.514,800
-28,0.498,1100
-29,0.483,1000
-30,0.48,1200
-31,0.479,900
-32,0.48,900
-33,0.482,1000
-34,0.481,1000
-35,0.494,900
-36,0.493,700
-37,0.496,800
-38,0.498,700
-39,0.504,600
-40,0.529,700
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0.121,100
32,0.118,100
31,0.761,200
30,0.765,300
29,0.766,300
28,0.77,400
27,0.766,400
26,0.768,400
25,0.308,1600
24,0.309,2400
23,0.312,2200
22,0.313,2000
21,0.318,1600
20,0.324,1900
19,0.327,1400
18,0.332,1100
17,0.343,1400
16,0.34,3000
15,0.34,3600
14,0.343,3200
13,0.344,2900
12,0.349,2600
11,0,400
10,0.354,2000
9,0.357,2000
8,0.355,2500
7,0.353,2800
6,0.354,2500
5,0.357,2500
4,0.36,2200
3,0.37,1300
2,0.67,900
0.999998,0.119,25500
0,0,1800
-1,0,300
-2,0.654,800
-3,0.656,700
-4,0.631,800
-5,0.589,800
-6,0.58,1000
-7,0.571,1100
-8,0.568,1100
-9,0.552,700
-10,0.548,800
-11,0.544,1200
-12,0.549,1200
-13,0.548,1000
-14,0.552,1000
-15,0.543,1000
-16,0.54,1200
-17,0.537,1100
-18,0.536,1000
-19,0.538,1000
-20,0.533,1000
-21,0.531,1000
-22,0.535,800
-23,0.536,1100
-24,0.504,800
-25,0.508,800
-26,0.522,800
-27,0.513,700
-28,0.491,700
-29,0.482,1000
-30,0.479,1200
-31,0.478,1000
-32,0.479,900
-33,0.481,900
-34,0.48,1000
-35,0.493,1000
-36,0.492,700
-37,0.495,700
-38,0.498,700
-39,0.503,400
-40,0.529,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0.765,300
29,0.77,400
28,0.771,400
27,0.767,400
26,0.293,1800
25,0.297,3200
24,0.302,3200
23,0.308,2900
22,0.312,2600
21,0.318,2500
20,0.323,2600
19,0.324,2300
18,0.327,2000
17,0.332,1700
16,0.333,3400
15,0.334,3800
14,0.338,3100
13,0.339,2700
12,0.344,2700
11,0.348,2100
10,0.348,2000
9,0.349,2000
8,0.348,2600
7,0.347,2800
6,0.348,2600
5,0.352,2500
4,0.355,2200
3,0.365,1200
2,0.667,800
0.999998,0.119,25500
0,0,1500
-1,0,0
-2,0.65,900
-3,0.654,700
-4,0.63,800
-5,0.587,800
-6,0.578,1100
-7,0.569,1000
-8,0.567,1000
-9,0.551,800
-10,0.546,800
-11,0.543,1200
-12,0.549,1300
-13,0.548,1000
-14,0.55,1000
-15,0.542,1100
-16,0.54,1200
-17,0.535,1000
-18,0.535,1000
-19,0.537,900
-20,0.532,1000
-21,0.53,1000
-22,0.534,900
-23,0.535,1100
-24,0.503,900
-25,0.506,800
-26,0.52,700
-27,0.511,800
-28,0.489,700
-29,0.481,1100
-30,0.478,1200
-31,0.477,1000
-32,0.479,900
-33,0.479,1000
-34,0.478,1000
-35,0.492,900
-36,0.492,800
-37,0.494,700
-38,0.496,600
-39,0.502,500
-40,0.527,700
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0.765,300
29,0.77,400
28,0.771,400
27,0.77,300
26,0.29,3100
25,0.291,3200
24,0.297,3000
23,0.301,2800
22,0.307,2900
21,0.312,2800
20,0.319,3200
19,0.32,2800
18,0.323,2300
17,0.328,2100
16,0.324,4000
15,0.331,3900
14,0.335,3100
13,0.336,2800
12,0.341,2700
11,0.345,2200
10,0.345,2000
9,0.346,1900
8,0.345,2700
7,0.344,2900
6,0.345,2700
5,0.348,2600
4,0.351,2200
3,0.36,1500
2,0.666,800
0.999998,0.119,25500
0,0,1000
-1,0.651,800
-2,0.649,900
-3,0.651,800
-4,0.627,900
-5,0.584,800
-6,0.575,900
-7,0.567,1100
-8,0.566,1000
-9,0.549,700
-10,0.541,1000
-11,0.541,1100
-12,0.551,1300
-13,0.547,1000
-14,0.55,1000
-15,0.541,1100
-16,0.539,1200
-17,0.534,1000
-18,0.535,1000
-19,0.536,900
-20,0.531,900
-21,0.529,1000
-22,0.533,800
-23,0.533,1200
-24,0.501,800
-25,0.503,800
-26,0.519,700
-27,0.509,800
-28,0.488,700
-29,0.479,1100
-30,0.477,1100
-31,0.476,1000
-32,0.477,1000
-33,0.478,1000
-34,0.478,900
-35,0.491,900
-36,0.49,800
-37,0.493,800
-38,0.495,600
-39,0.501,500
-40,0.525,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,0.775,300
28,0.776,300
27,0.283,1400
26,0.283,3600
25,0.284,3800
24,0.289,3300
23,0.295,3000
22,0.3,3100
21,0.304,3200
20,0.311,2800
19,0.313,2700
18,0.317,2500
17,0.322,2300
16,0.314,3900
15,0.326,3900
14,0.33,3200
13,0.331,2800
12,0.335,2900
11,0.34,2200
10,0.339,2200
9,0.341,2000
8,0.341,2700
7,0.34,3100
6,0.34,2800
5,0.343,2700
4,0.345,2400
3,0.355,1700
2,0.662,700
0.999998,0.119,25500
0,0,500
-1,0.649,900
-2,0.647,800
-3,0.65,800
-4,0.623,800
-5,0.58,900
-6,0.572,900
-7,0.564,1000
-8,0.562,1100
-9,0.552,1100
-10,0.538,1100
-11,0.54,1200
-12,0.55,1000
-13,0.544,1000
-14,0.549,1000
-15,0.538,1200
-16,0.537,1300
-17,0.532,1100
-18,0.533,1100
-19,0.534,1000
-20,0.529,1000
-21,0.527,900
-22,0.531,900
-23,0.531,1100
-24,0.501,700
-25,0.494,900
-26,0.516,800
-27,0.507,800
-28,0.486,800
-29,0.477,1100
-30,0.474,1100
-31,0.475,1000
-32,0.476,900
-33,0.476,1000
-34,0.476,900
-35,0.489,800
-36,0.489,800
-37,0.491,700
-38,0.493,700
-39,0.501,500
-40,0.524,800
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0.805,200
38,0.8,300
37,0,0
36,0.783,200
35,0,0
34,0,0
33,0,0
32,0.118,100
31,0.115,100
30,0.778,200
29,0.784,300
28,0.789,400
27,0.277,2400
26,0.277,3900
25,0.277,4000
24,0.281,3400
23,0.288,3300
22,0.293,3400
21,0.297,3300
20,0.304,2900
19,0.307,2900
18,0.31,2800
17,0.315,2500
16,0.317,3100
15,0.32,4100
14,0.323,3400
13,0.324,3000
12,0.329,3000
11,0.333,2500
10,0.333,2300
9,0.335,2200
8,0.334,2800
7,0.333,3200
6,0.334,2900
5,0.337,3000
4,0.338,2800
3,0.346,2100
2,0.657,700
0.999998,0.208,25500
0,0,500
-1,0.645,800
-2,0.641,800
-3,0.647,800
-4,0.618,800
-5,0.576,900
-6,0.567,1100
-7,0.562,1000
-8,0.559,900
-9,0.554,1100
-10,0.535,1100
-11,0.538,1200
-12,0.549,1100
-13,0.542,1000
-14,0.546,1100
-15,0.537,1200
-16,0.534,1300
-17,0.53,1200
-18,0.532,1000
-19,0.531,900
-20,0.527,1000
-21,0.524,900
-22,0.53,800
-23,0.53,1100
-24,0.5,900
-25,0.491,1000
-26,0.513,800
-27,0.505,900
-28,0.482,800
-29,0.475,1100
-30,0.472,1200
-31,0.472,1000
-32,0.473,900
-33,0.475,1000
-34,0.474,900
-35,0.487,900
-36,0.486,800
-37,0.488,600
-38,0.491,800
-39,0.498,500
-40,0.522,700
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
